,Facility Id,FRS Id,Facility Name,City,State,Primary NAICS Code,Reporting Year,Industry Type (subparts),Industry Type (sectors),Unit Name,Unit Type,Unit Reporting Method,Unit Maximum Rated Heat Input Capacity (mmBTU/hr),Unit CO2 emissions (non-biogenic) ,Unit Methane (CH4) emissions ,Unit Nitrous Oxide (N2O) emissions ,Unit Biogenic CO2 emissions (metric tons),City2,Zip Code,Address,County,Latitude,Longitude,Cement Production,Industry Type (subparts)2,Industry Type (sectors)2
209,1011772,,"CSU, San Jose State University",San Jose,CA,611310,2019,C,Other,GP- SJSU Cogen,OCS (Other combustion source),Tier1/2/3,54.0,28662.3,13.5,16.092,0.0,San Jose,95192,1 Washington Square,SANTA CLARA COUNTY,37.33443,-121.88061,,C,Other
210,1007794,110043797040.0,"CWMI, KHF (MSW LANDFILL B-19)",KETTLEMAN CITY,CA,562212,2019,"C,HH",Waste,CHES01,CH (Comfort heater),Tier1/2/3,0.035,18.8,0.0,0.0,0.0,KETTLEMAN CITY,93239,35251 OLD SKYLINE RD.,KINGS COUNTY,35.95942,-120.00852,,"C,HH",Waste
211,1007794,110043797040.0,"CWMI, KHF (MSW LANDFILL B-19)",KETTLEMAN CITY,CA,562212,2019,"C,HH",Waste,CHES02,CH (Comfort heater),Tier1/2/3,0.035,18.8,0.0,0.0,0.0,KETTLEMAN CITY,93239,35251 OLD SKYLINE RD.,KINGS COUNTY,35.95942,-120.00852,,"C,HH",Waste
212,1007794,110043797040.0,"CWMI, KHF (MSW LANDFILL B-19)",KETTLEMAN CITY,CA,562212,2019,"C,HH",Waste,CHES03,CH (Comfort heater),Tier1/2/3,0.035,18.8,0.0,0.0,0.0,KETTLEMAN CITY,93239,35251 OLD SKYLINE RD.,KINGS COUNTY,35.95942,-120.00852,,"C,HH",Waste
213,1007794,110043797040.0,"CWMI, KHF (MSW LANDFILL B-19)",KETTLEMAN CITY,CA,562212,2019,"C,HH",Waste,CHES04,CH (Comfort heater),Tier1/2/3,0.035,18.8,0.0,0.0,0.0,KETTLEMAN CITY,93239,35251 OLD SKYLINE RD.,KINGS COUNTY,35.95942,-120.00852,,"C,HH",Waste
214,1007794,110043797040.0,"CWMI, KHF (MSW LANDFILL B-19)",KETTLEMAN CITY,CA,562212,2019,"C,HH",Waste,CHES05,CH (Comfort heater),Tier1/2/3,0.035,18.8,0.0,0.0,0.0,KETTLEMAN CITY,93239,35251 OLD SKYLINE RD.,KINGS COUNTY,35.95942,-120.00852,,"C,HH",Waste
215,1007794,110043797040.0,"CWMI, KHF (MSW LANDFILL B-19)",KETTLEMAN CITY,CA,562212,2019,"C,HH",Waste,CHES06,CH (Comfort heater),Tier1/2/3,0.035,18.8,0.0,0.0,0.0,KETTLEMAN CITY,93239,35251 OLD SKYLINE RD.,KINGS COUNTY,35.95942,-120.00852,,"C,HH",Waste
216,1007794,110043797040.0,"CWMI, KHF (MSW LANDFILL B-19)",KETTLEMAN CITY,CA,562212,2019,"C,HH",Waste,CHES07,CH (Comfort heater),Tier1/2/3,0.035,18.8,0.0,0.0,0.0,KETTLEMAN CITY,93239,35251 OLD SKYLINE RD.,KINGS COUNTY,35.95942,-120.00852,,"C,HH",Waste
217,1007794,110043797040.0,"CWMI, KHF (MSW LANDFILL B-19)",KETTLEMAN CITY,CA,562212,2019,"C,HH",Waste,CHES08,CH (Comfort heater),Tier1/2/3,0.035,18.8,0.0,0.0,0.0,KETTLEMAN CITY,93239,35251 OLD SKYLINE RD.,KINGS COUNTY,35.95942,-120.00852,,"C,HH",Waste
218,1007794,110043797040.0,"CWMI, KHF (MSW LANDFILL B-19)",KETTLEMAN CITY,CA,562212,2019,"C,HH",Waste,CHES09,CH (Comfort heater),Tier1/2/3,0.035,18.8,0.0,0.0,0.0,KETTLEMAN CITY,93239,35251 OLD SKYLINE RD.,KINGS COUNTY,35.95942,-120.00852,,"C,HH",Waste
219,1007794,110043797040.0,"CWMI, KHF (MSW LANDFILL B-19)",KETTLEMAN CITY,CA,562212,2019,"C,HH",Waste,CHES10,CH (Comfort heater),Tier1/2/3,0.035,18.8,0.0,0.0,0.0,KETTLEMAN CITY,93239,35251 OLD SKYLINE RD.,KINGS COUNTY,35.95942,-120.00852,,"C,HH",Waste
220,1007794,110043797040.0,"CWMI, KHF (MSW LANDFILL B-19)",KETTLEMAN CITY,CA,562212,2019,"C,HH",Waste,CHES11,CH (Comfort heater),Tier1/2/3,0.035,18.8,0.0,0.0,0.0,KETTLEMAN CITY,93239,35251 OLD SKYLINE RD.,KINGS COUNTY,35.95942,-120.00852,,"C,HH",Waste
221,1007794,110043797040.0,"CWMI, KHF (MSW LANDFILL B-19)",KETTLEMAN CITY,CA,562212,2019,"C,HH",Waste,CHES12,CH (Comfort heater),Tier1/2/3,0.035,18.8,0.0,0.0,0.0,KETTLEMAN CITY,93239,35251 OLD SKYLINE RD.,KINGS COUNTY,35.95942,-120.00852,,"C,HH",Waste
222,1007794,110043797040.0,"CWMI, KHF (MSW LANDFILL B-19)",KETTLEMAN CITY,CA,562212,2019,"C,HH",Waste,CHMS01,CH (Comfort heater),Tier1/2/3,0.035,18.8,0.0,0.0,0.0,KETTLEMAN CITY,93239,35251 OLD SKYLINE RD.,KINGS COUNTY,35.95942,-120.00852,,"C,HH",Waste
223,1007794,110043797040.0,"CWMI, KHF (MSW LANDFILL B-19)",KETTLEMAN CITY,CA,562212,2019,"C,HH",Waste,CHMS02,CH (Comfort heater),Tier1/2/3,0.035,18.8,0.0,0.0,0.0,KETTLEMAN CITY,93239,35251 OLD SKYLINE RD.,KINGS COUNTY,35.95942,-120.00852,,"C,HH",Waste
224,1007794,110043797040.0,"CWMI, KHF (MSW LANDFILL B-19)",KETTLEMAN CITY,CA,562212,2019,"C,HH",Waste,CHMS03,CH (Comfort heater),Tier1/2/3,0.035,18.8,0.0,0.0,0.0,KETTLEMAN CITY,93239,35251 OLD SKYLINE RD.,KINGS COUNTY,35.95942,-120.00852,,"C,HH",Waste
225,1007794,110043797040.0,"CWMI, KHF (MSW LANDFILL B-19)",KETTLEMAN CITY,CA,562212,2019,"C,HH",Waste,CHMS04,CH (Comfort heater),Tier1/2/3,0.035,18.8,0.0,0.0,0.0,KETTLEMAN CITY,93239,35251 OLD SKYLINE RD.,KINGS COUNTY,35.95942,-120.00852,,"C,HH",Waste
226,1007794,110043797040.0,"CWMI, KHF (MSW LANDFILL B-19)",KETTLEMAN CITY,CA,562212,2019,"C,HH",Waste,CHMS05,CH (Comfort heater),Tier1/2/3,0.035,18.8,0.0,0.0,0.0,KETTLEMAN CITY,93239,35251 OLD SKYLINE RD.,KINGS COUNTY,35.95942,-120.00852,,"C,HH",Waste
227,1007794,110043797040.0,"CWMI, KHF (MSW LANDFILL B-19)",KETTLEMAN CITY,CA,562212,2019,"C,HH",Waste,CHMS06,CH (Comfort heater),Tier1/2/3,0.035,18.8,0.0,0.0,0.0,KETTLEMAN CITY,93239,35251 OLD SKYLINE RD.,KINGS COUNTY,35.95942,-120.00852,,"C,HH",Waste
228,1007794,110043797040.0,"CWMI, KHF (MSW LANDFILL B-19)",KETTLEMAN CITY,CA,562212,2019,"C,HH",Waste,CHMS07,CH (Comfort heater),Tier1/2/3,0.035,18.8,0.0,0.0,0.0,KETTLEMAN CITY,93239,35251 OLD SKYLINE RD.,KINGS COUNTY,35.95942,-120.00852,,"C,HH",Waste
229,1007794,110043797040.0,"CWMI, KHF (MSW LANDFILL B-19)",KETTLEMAN CITY,CA,562212,2019,"C,HH",Waste,CHMS08,CH (Comfort heater),Tier1/2/3,0.035,18.8,0.0,0.0,0.0,KETTLEMAN CITY,93239,35251 OLD SKYLINE RD.,KINGS COUNTY,35.95942,-120.00852,,"C,HH",Waste
230,1007794,110043797040.0,"CWMI, KHF (MSW LANDFILL B-19)",KETTLEMAN CITY,CA,562212,2019,"C,HH",Waste,CHMS09,CH (Comfort heater),Tier1/2/3,0.035,18.8,0.0,0.0,0.0,KETTLEMAN CITY,93239,35251 OLD SKYLINE RD.,KINGS COUNTY,35.95942,-120.00852,,"C,HH",Waste
231,1007794,110043797040.0,"CWMI, KHF (MSW LANDFILL B-19)",KETTLEMAN CITY,CA,562212,2019,"C,HH",Waste,CHMS10,CH (Comfort heater),Tier1/2/3,0.035,18.8,0.0,0.0,0.0,KETTLEMAN CITY,93239,35251 OLD SKYLINE RD.,KINGS COUNTY,35.95942,-120.00852,,"C,HH",Waste
232,1007794,110043797040.0,"CWMI, KHF (MSW LANDFILL B-19)",KETTLEMAN CITY,CA,562212,2019,"C,HH",Waste,CHMS11,CH (Comfort heater),Tier1/2/3,0.035,18.8,0.0,0.0,0.0,KETTLEMAN CITY,93239,35251 OLD SKYLINE RD.,KINGS COUNTY,35.95942,-120.00852,,"C,HH",Waste
233,1007794,110043797040.0,"CWMI, KHF (MSW LANDFILL B-19)",KETTLEMAN CITY,CA,562212,2019,"C,HH",Waste,CHMS12,CH (Comfort heater),Tier1/2/3,0.035,18.8,0.0,0.0,0.0,KETTLEMAN CITY,93239,35251 OLD SKYLINE RD.,KINGS COUNTY,35.95942,-120.00852,,"C,HH",Waste
234,1007794,110043797040.0,"CWMI, KHF (MSW LANDFILL B-19)",KETTLEMAN CITY,CA,562212,2019,"C,HH",Waste,RHA01,CH (Comfort heater),Tier1/2/3,0.1,53.8,0.0,0.0,0.0,KETTLEMAN CITY,93239,35251 OLD SKYLINE RD.,KINGS COUNTY,35.95942,-120.00852,,"C,HH",Waste
235,1007794,110043797040.0,"CWMI, KHF (MSW LANDFILL B-19)",KETTLEMAN CITY,CA,562212,2019,"C,HH",Waste,RHA02,CH (Comfort heater),Tier1/2/3,0.08,43.1,0.0,0.0,0.0,KETTLEMAN CITY,93239,35251 OLD SKYLINE RD.,KINGS COUNTY,35.95942,-120.00852,,"C,HH",Waste
236,1007794,110043797040.0,"CWMI, KHF (MSW LANDFILL B-19)",KETTLEMAN CITY,CA,562212,2019,"C,HH",Waste,RHA03,CH (Comfort heater),Tier1/2/3,0.09,48.5,0.0,0.0,0.0,KETTLEMAN CITY,93239,35251 OLD SKYLINE RD.,KINGS COUNTY,35.95942,-120.00852,,"C,HH",Waste
237,1007794,110043797040.0,"CWMI, KHF (MSW LANDFILL B-19)",KETTLEMAN CITY,CA,562212,2019,"C,HH",Waste,RHA04,CH (Comfort heater),Tier1/2/3,0.04,21.5,0.0,0.0,0.0,KETTLEMAN CITY,93239,35251 OLD SKYLINE RD.,KINGS COUNTY,35.95942,-120.00852,,"C,HH",Waste
238,1007794,110043797040.0,"CWMI, KHF (MSW LANDFILL B-19)",KETTLEMAN CITY,CA,562212,2019,"C,HH",Waste,RHA05,CH (Comfort heater),Tier1/2/3,0.04,21.5,0.0,0.0,0.0,KETTLEMAN CITY,93239,35251 OLD SKYLINE RD.,KINGS COUNTY,35.95942,-120.00852,,"C,HH",Waste
239,1007794,110043797040.0,"CWMI, KHF (MSW LANDFILL B-19)",KETTLEMAN CITY,CA,562212,2019,"C,HH",Waste,RHA06,CH (Comfort heater),Tier1/2/3,0.04,21.5,0.0,0.0,0.0,KETTLEMAN CITY,93239,35251 OLD SKYLINE RD.,KINGS COUNTY,35.95942,-120.00852,,"C,HH",Waste
240,1007794,110043797040.0,"CWMI, KHF (MSW LANDFILL B-19)",KETTLEMAN CITY,CA,562212,2019,"C,HH",Waste,RHA07,CH (Comfort heater),Tier1/2/3,0.072,38.8,0.0,0.0,0.0,KETTLEMAN CITY,93239,35251 OLD SKYLINE RD.,KINGS COUNTY,35.95942,-120.00852,,"C,HH",Waste
241,1007794,110043797040.0,"CWMI, KHF (MSW LANDFILL B-19)",KETTLEMAN CITY,CA,562212,2019,"C,HH",Waste,RHA08,CH (Comfort heater),Tier1/2/3,0.072,38.8,0.0,0.0,0.0,KETTLEMAN CITY,93239,35251 OLD SKYLINE RD.,KINGS COUNTY,35.95942,-120.00852,,"C,HH",Waste
242,1007794,110043797040.0,"CWMI, KHF (MSW LANDFILL B-19)",KETTLEMAN CITY,CA,562212,2019,"C,HH",Waste,RHA09,CH (Comfort heater),Tier1/2/3,0.072,38.8,0.0,0.0,0.0,KETTLEMAN CITY,93239,35251 OLD SKYLINE RD.,KINGS COUNTY,35.95942,-120.00852,,"C,HH",Waste
243,1007794,110043797040.0,"CWMI, KHF (MSW LANDFILL B-19)",KETTLEMAN CITY,CA,562212,2019,"C,HH",Waste,RHA10,CH (Comfort heater),Tier1/2/3,0.072,38.8,0.0,0.0,0.0,KETTLEMAN CITY,93239,35251 OLD SKYLINE RD.,KINGS COUNTY,35.95942,-120.00852,,"C,HH",Waste
244,1007794,110043797040.0,"CWMI, KHF (MSW LANDFILL B-19)",KETTLEMAN CITY,CA,562212,2019,"C,HH",Waste,RHA11,CH (Comfort heater),Tier1/2/3,0.06,32.3,0.0,0.0,0.0,KETTLEMAN CITY,93239,35251 OLD SKYLINE RD.,KINGS COUNTY,35.95942,-120.00852,,"C,HH",Waste
245,1007794,110043797040.0,"CWMI, KHF (MSW LANDFILL B-19)",KETTLEMAN CITY,CA,562212,2019,"C,HH",Waste,RHES01,CH (Comfort heater),Tier1/2/3,0.04,21.5,0.0,0.0,0.0,KETTLEMAN CITY,93239,35251 OLD SKYLINE RD.,KINGS COUNTY,35.95942,-120.00852,,"C,HH",Waste
246,1007794,110043797040.0,"CWMI, KHF (MSW LANDFILL B-19)",KETTLEMAN CITY,CA,562212,2019,"C,HH",Waste,RHES02,CH (Comfort heater),Tier1/2/3,0.04,21.5,0.0,0.0,0.0,KETTLEMAN CITY,93239,35251 OLD SKYLINE RD.,KINGS COUNTY,35.95942,-120.00852,,"C,HH",Waste
247,1007794,110043797040.0,"CWMI, KHF (MSW LANDFILL B-19)",KETTLEMAN CITY,CA,562212,2019,"C,HH",Waste,RHMS01,CH (Comfort heater),Tier1/2/3,0.09,48.5,0.0,0.0,0.0,KETTLEMAN CITY,93239,35251 OLD SKYLINE RD.,KINGS COUNTY,35.95942,-120.00852,,"C,HH",Waste
248,1007794,110043797040.0,"CWMI, KHF (MSW LANDFILL B-19)",KETTLEMAN CITY,CA,562212,2019,"C,HH",Waste,RHMS02,CH (Comfort heater),Tier1/2/3,0.09,48.5,0.0,0.0,0.0,KETTLEMAN CITY,93239,35251 OLD SKYLINE RD.,KINGS COUNTY,35.95942,-120.00852,,"C,HH",Waste
249,1007794,110043797040.0,"CWMI, KHF (MSW LANDFILL B-19)",KETTLEMAN CITY,CA,562212,2019,"C,HH",Waste,RHMS03,CH (Comfort heater),Tier1/2/3,0.09,48.5,0.0,0.0,0.0,KETTLEMAN CITY,93239,35251 OLD SKYLINE RD.,KINGS COUNTY,35.95942,-120.00852,,"C,HH",Waste
250,1007794,110043797040.0,"CWMI, KHF (MSW LANDFILL B-19)",KETTLEMAN CITY,CA,562212,2019,"C,HH",Waste,RHMS04,CH (Comfort heater),Tier1/2/3,0.04,21.5,0.0,0.0,0.0,KETTLEMAN CITY,93239,35251 OLD SKYLINE RD.,KINGS COUNTY,35.95942,-120.00852,,"C,HH",Waste
251,1007794,110043797040.0,"CWMI, KHF (MSW LANDFILL B-19)",KETTLEMAN CITY,CA,562212,2019,"C,HH",Waste,RHMS05,CH (Comfort heater),Tier1/2/3,0.04,21.5,0.0,0.0,0.0,KETTLEMAN CITY,93239,35251 OLD SKYLINE RD.,KINGS COUNTY,35.95942,-120.00852,,"C,HH",Waste
252,1007794,110043797040.0,"CWMI, KHF (MSW LANDFILL B-19)",KETTLEMAN CITY,CA,562212,2019,"C,HH",Waste,RHMS06,CH (Comfort heater),Tier1/2/3,0.04,21.5,0.0,0.0,0.0,KETTLEMAN CITY,93239,35251 OLD SKYLINE RD.,KINGS COUNTY,35.95942,-120.00852,,"C,HH",Waste
253,1007794,110043797040.0,"CWMI, KHF (MSW LANDFILL B-19)",KETTLEMAN CITY,CA,562212,2019,"C,HH",Waste,RHMS07,CH (Comfort heater),Tier1/2/3,0.04,21.5,0.0,0.0,0.0,KETTLEMAN CITY,93239,35251 OLD SKYLINE RD.,KINGS COUNTY,35.95942,-120.00852,,"C,HH",Waste
254,1007794,110043797040.0,"CWMI, KHF (MSW LANDFILL B-19)",KETTLEMAN CITY,CA,562212,2019,"C,HH",Waste,RHSR01,CH (Comfort heater),Tier1/2/3,0.04,21.5,0.0,0.0,0.0,KETTLEMAN CITY,93239,35251 OLD SKYLINE RD.,KINGS COUNTY,35.95942,-120.00852,,"C,HH",Waste
255,1007794,110043797040.0,"CWMI, KHF (MSW LANDFILL B-19)",KETTLEMAN CITY,CA,562212,2019,"C,HH",Waste,RHSR02,CH (Comfort heater),Tier1/2/3,0.04,21.5,0.0,0.0,0.0,KETTLEMAN CITY,93239,35251 OLD SKYLINE RD.,KINGS COUNTY,35.95942,-120.00852,,"C,HH",Waste
256,1007794,110043797040.0,"CWMI, KHF (MSW LANDFILL B-19)",KETTLEMAN CITY,CA,562212,2019,"C,HH",Waste,RHSR03,CH (Comfort heater),Tier1/2/3,0.04,21.5,0.0,0.0,0.0,KETTLEMAN CITY,93239,35251 OLD SKYLINE RD.,KINGS COUNTY,35.95942,-120.00852,,"C,HH",Waste
257,1007794,110043797040.0,"CWMI, KHF (MSW LANDFILL B-19)",KETTLEMAN CITY,CA,562212,2019,"C,HH",Waste,RHSR04,CH (Comfort heater),Tier1/2/3,0.072,38.8,0.0,0.0,0.0,KETTLEMAN CITY,93239,35251 OLD SKYLINE RD.,KINGS COUNTY,35.95942,-120.00852,,"C,HH",Waste
258,1007794,110043797040.0,"CWMI, KHF (MSW LANDFILL B-19)",KETTLEMAN CITY,CA,562212,2019,"C,HH",Waste,WHMS01,"HWH (Heater, hot water)",Tier1/2/3,0.069,37.1,0.0,0.0,0.0,KETTLEMAN CITY,93239,35251 OLD SKYLINE RD.,KINGS COUNTY,35.95942,-120.00852,,"C,HH",Waste
259,1007794,110043797040.0,"CWMI, KHF (MSW LANDFILL B-19)",KETTLEMAN CITY,CA,562212,2019,"C,HH",Waste,WHSR01,"HWH (Heater, hot water)",Tier1/2/3,0.235,126.5,0.0,0.0,0.0,KETTLEMAN CITY,93239,35251 OLD SKYLINE RD.,KINGS COUNTY,35.95942,-120.00852,,"C,HH",Waste
260,1006447,110000481416.0,DEL MONTE FOODS PLANT NUMBER 24,HANFORD,CA,311421,2019,C,Other,GP-Boilers,OCS (Other combustion source),Tier1/2/3,182.0,21038.2,10.0,11.92,0.0,HANFORD,93230,10652 JACKSON AVE.,KINGS COUNTY,36.25487,-119.65032,,C,Other
261,1001263,110002936538.0,"Delta Energy Center, LLC",PITTSBURG,CA,221112,2019,D,Power Plants,1,Electricity Generator,"Tier4, Alt-P75 or P75",,520185.5,239.5,289.06,0.0,PITTSBURG,94565,1200 ARCY LANE,Contra Costa,38.0167,-121.8439,,D,Power Plants
262,1001263,110002936538.0,"Delta Energy Center, LLC",PITTSBURG,CA,221112,2019,D,Power Plants,2,Electricity Generator,"Tier4, Alt-P75 or P75",,436854.3,210.0,253.3,0.0,PITTSBURG,94565,1200 ARCY LANE,Contra Costa,38.0167,-121.8439,,D,Power Plants
263,1001263,110002936538.0,"Delta Energy Center, LLC",PITTSBURG,CA,221112,2019,D,Power Plants,3,Electricity Generator,"Tier4, Alt-P75 or P75",,404436.3,196.75,235.42,0.0,PITTSBURG,94565,1200 ARCY LANE,Contra Costa,38.0167,-121.8439,,D,Power Plants
264,1006861,110000474353.0,DEMENNO KERDOON,COMPTON,CA,324199,2019,C,Petroleum and Natural Gas Systems,GP-1,OCS (Other combustion source),Tier1/2/3,39.5,25450.1,12.0,14.304,0.0,COMPTON,90222,2000 N. ALAMEDA ST.,LOS ANGELES COUNTY,33.910116,-118.221906,,C,Petroleum and Natural Gas Systems
265,1007651,110001190997.0,DICALITE MINERALS LLC,BURNEY,CA,212399,2019,C,Other,DE Plant Drier & Kiln,K (Kiln),Tier1/2/3,60.0,29060.2,29.75,70.03,0.0,BURNEY,96013,36994 SUMMIT LAKE RD,SHASTA COUNTY,41.0313,-121.6817,,C,Other
266,1000310,110035420979.0,Donald Von Raesfeld,SANTA CLARA,CA,221112,2019,D,Power Plants,PCT1,Electricity Generator,"Tier4, Alt-P75 or P75",,140592.3,65.75,80.46,0.0,SANTA CLARA,95054,850 DUANE AVE,Santa Clara,37.3767,-121.9508,,D,Power Plants
267,1000310,110035420979.0,Donald Von Raesfeld,SANTA CLARA,CA,221112,2019,D,Power Plants,PCT2,Electricity Generator,"Tier4, Alt-P75 or P75",,143068.8,66.75,80.46,0.0,SANTA CLARA,95054,850 DUANE AVE,Santa Clara,37.3767,-121.9508,,D,Power Plants
268,1002820,110043809714.0,DOUBLE C LIMITED,BAKERSFIELD,CA,221112,2019,C,Power Plants,DC Turbine Unit 1,"CCCT (CC (Turbine, combined cycle))",Tier1/2/3,244.8,4455.4,2.0,2.384,0.0,BAKERSFIELD,93308,10245 OILFIELD ROAD,KERN COUNTY,35.490363,-119.042957,,C,Power Plants
269,1002820,110043809714.0,DOUBLE C LIMITED,BAKERSFIELD,CA,221112,2019,C,Power Plants,DC Turbine Unit 2,"CCCT (CC (Turbine, combined cycle))",Tier1/2/3,244.8,4455.4,2.0,2.384,0.0,BAKERSFIELD,93308,10245 OILFIELD ROAD,KERN COUNTY,35.490363,-119.042957,,C,Power Plants
270,1005648,110043814520.0,E & J GALLO WINERY,FRESNO,CA,312130,2019,C,Other,GP-Fresno Winery Emission Units,OCS (Other combustion source),Tier1/2/3,142.0,31087.7,19.75,29.502,3267.0,FRESNO,93727,5610 E. OLIVE AVE.,FRESNO COUNTY,36.757277,-119.698309,,C,Other
271,1005565,110000514587.0,E.F. Oxnard LLC,Oxnard,CA,115114,2019,C,Other,CT-1,"CCCT (CC (Turbine, combined cycle))",Tier1/2/3,449.6,76495.6,36.0,42.912,0.0,Oxnard,93030,550 Diaz Avenue,VENTURA COUNTY,34.19677,-119.168423,,C,Other
272,1007539,110000476208.0,ECO SERVICES DOMINGUEZ,CARSON,CA,325180,2019,C,Chemicals,CP-1,OCS (Other combustion source),Tier1/2/3,150.0,36115.8,17.0,20.264,0.0,CARSON,90810,20720 SOUTH WILMINGTON AVENUE,LOS ANGELES COUNTY,33.843333,-118.232844,,C,Chemicals
273,1001454,110043799360.0,El Centro,EL CENTRO,CA,221112,2019,D,Power Plants,2-2,Electricity Generator,"Tier4, Alt-P75 or P75",,81953.2,38.0,44.7,0.0,EL CENTRO,92243,485 E VILLA AVE,Imperial,32.8022,-115.54,,D,Power Plants
274,1001454,110043799360.0,El Centro,EL CENTRO,CA,221112,2019,D,Power Plants,3-1,Electricity Generator,"Tier4, Alt-P75 or P75",,89217.3,41.5,50.66,0.0,EL CENTRO,92243,485 E VILLA AVE,Imperial,32.8022,-115.54,,D,Power Plants
275,1001454,110043799360.0,El Centro,EL CENTRO,CA,221112,2019,D,Power Plants,3-2,Electricity Generator,"Tier4, Alt-P75 or P75",,111352.4,51.5,62.58,0.0,EL CENTRO,92243,485 E VILLA AVE,Imperial,32.8022,-115.54,,D,Power Plants
276,1001454,110043799360.0,El Centro,EL CENTRO,CA,221112,2019,D,Power Plants,4,Electricity Generator,"Tier4, Alt-P75 or P75",,7634.2,3.5,2.98,0.0,EL CENTRO,92243,485 E VILLA AVE,Imperial,32.8022,-115.54,,D,Power Plants
277,1000431,110000520213.0,El Segundo,EL SEGUNDO,CA,221112,2019,D,Power Plants,5,Electricity Generator,"Tier4, Alt-P75 or P75",,116294.2,54.0,65.56,0.0,EL SEGUNDO,90245,301 VISTA DEL MAR,Los Angeles,33.9106,-118.425,,D,Power Plants
278,1000431,110000520213.0,El Segundo,EL SEGUNDO,CA,221112,2019,D,Power Plants,7,Electricity Generator,"Tier4, Alt-P75 or P75",,133504.5,62.0,74.5,0.0,EL SEGUNDO,90245,301 VISTA DEL MAR,Los Angeles,33.9106,-118.425,,D,Power Plants
279,1007693,110005982339.0,EL SOBRANTE LANDFILL,CORONA,CA,562212,2019,"C,HH",Waste,WTRHTR001,"HWH (Heater, hot water)",Tier1/2/3,0.44,236.9,0.0,0.0,0.0,CORONA,92883,10910 DAWSON CANYON ROAD,RIVERSIDE COUNTY,33.781165,-117.472555,,"C,HH",Waste
280,1003978,110002630065.0,ENERGY CENTER SAN FRANCISCO,SAN FRANCISCO,CA,221112,2019,C,Power Plants,GP-Aggregated NG Fueled Equipment,OCS (Other combustion source),Tier1/2/3,130.0,60858.9,28.75,34.27,0.0,SAN FRANCISCO,94103,460 JESSIE ST,SAN FRANCISCO COUNTY,37.78203,-122.40841,,C,Power Plants
281,1000074,110012516134.0,"Escondido Energy Center, LLC",ESCONDIDO,CA,221112,2019,D,Power Plants,CTG1,Electricity Generator,"Tier4, Alt-P75 or P75",,9766.9,13.5,32.78,0.0,ESCONDIDO,92029,1968 DON LEE PLACE,San Diego,33.1261,-117.1172,,D,Power Plants
282,1002205,110000485145.0,FOSTER FARMS LIVINGSTON COMPLEX,LIVINGSTON,CA,311615,2019,C,Other,CP- Admin Building,OCS (Other combustion source),Tier1/2/3,0.225,24.4,0.0,0.0,0.0,LIVINGSTON,95334,843 DAVIS STREET,MERCED COUNTY,37.39083,-120.72508,,C,Other
283,1002205,110000485145.0,FOSTER FARMS LIVINGSTON COMPLEX,LIVINGSTON,CA,311615,2019,C,Other,CP- Restaurant,OCS (Other combustion source),Tier1/2/3,0.09,38.7,0.0,0.0,0.0,LIVINGSTON,95334,843 DAVIS STREET,MERCED COUNTY,37.39083,-120.72508,,C,Other
284,1002205,110000485145.0,FOSTER FARMS LIVINGSTON COMPLEX,LIVINGSTON,CA,311615,2019,C,Other,CP- Swan Building,OCS (Other combustion source),Tier1/2/3,0.18,56.0,0.0,0.0,0.0,LIVINGSTON,95334,843 DAVIS STREET,MERCED COUNTY,37.39083,-120.72508,,C,Other
285,1002205,110000485145.0,FOSTER FARMS LIVINGSTON COMPLEX,LIVINGSTON,CA,311615,2019,C,Other,CP- Truck Shop,OCS (Other combustion source),Tier1/2/3,0.58,153.7,0.0,0.0,0.0,LIVINGSTON,95334,843 DAVIS STREET,MERCED COUNTY,37.39083,-120.72508,,C,Other
286,1002205,110000485145.0,FOSTER FARMS LIVINGSTON COMPLEX,LIVINGSTON,CA,311615,2019,C,Other,CP-Manufacturing Plant,OCS (Other combustion source),Tier1/2/3,98.5,45212.2,21.25,25.33,0.0,LIVINGSTON,95334,843 DAVIS STREET,MERCED COUNTY,37.39083,-120.72508,,C,Other
287,1013489,,Frito Lay Modesto,Modesto,CA,311919,2019,C,Other,CP-Boilers and Ovens,OCS (Other combustion source),Tier1/2/3,50.5,26407.5,12.5,14.9,0.0,Modesto,95357,600 Garner Rd,STANISLAUS COUNTY,37.63093,-120.92309,,C,Other
288,1002394,110028036701.0,Frito-Lay COGEN PLANT,BAKERSFIELD,CA,311919,2019,C,Other,CP- High Pressure Gas Users,OCS (Other combustion source),Tier1/2/3,53.0,28093.7,13.25,15.794,0.0,BAKERSFIELD,93314,28801 HIGHWAY 58,KERN COUNTY,35.398111,-119.255371,,C,Other
289,1002394,110028036701.0,Frito-Lay COGEN PLANT,BAKERSFIELD,CA,311919,2019,C,Other,CP- Low Pressure Gas Users,OCS (Other combustion source),Tier1/2/3,72.0,21538.2,10.25,12.218,0.0,BAKERSFIELD,93314,28801 HIGHWAY 58,KERN COUNTY,35.398111,-119.255371,,C,Other
290,1001718,110000485270.0,GALLO GLASS COMPANY,MODESTO,CA,327213,2019,"C,N",Minerals,CP-4 furnaces to common EP,OCS (Other combustion source),Tier1/2/3,90.0,102637.8,48.25,57.514,0.0,MODESTO,95354,605 S. SANTA CRUZ AVE.,STANISLAUS COUNTY,37.630957,-120.97472,,"C,N",Minerals
