,pool_id,Latitude,Longitude,WellDepth,nwells,offshore,setback_any,gas2co2,oil2co2,totalco2,abandoned
208,"Coalinga, East, Extension:Coalinga Nose:Vaqueros",36.188641024999995,-120.27262540000001,7940.5,50,0,0,14720085.411982097,925520.5380577425,15645605.95003984,False
209,"Coalinga, East, Extension:Coalinga Nose:npool",36.230977100000004,-120.27627749999999,8175.0,1,0,0,92581.96807797119,2102.2965879265093,94684.2646658977,False
210,Coalinga::,36.170864105,-120.3983345,,16,0,1,4063.636977989285,14099.28594488189,18162.922922871177,False
211,Coalinga::Cretaceous,36.268250359999996,-120.36603459999999,801.0,6,0,0,1060.0351720127999,1063.7398918766405,2123.7750638894404,False
212,Coalinga::Temblor,36.21514375,-120.38454245,1625.0,4886,0,49,207849.28527031594,20826349.734636936,21034199.01990725,False
213,"Coles Levee, North::",35.29550552,-119.32006070000001,,1,0,0,13.715460518399999,64.82939632545931,78.5448568438593,False
214,"Coles Levee, North::Gas Zone",35.279044,-119.30013600000001,,9,0,0,37986.24688623897,15647.70341207349,53633.95029831246,False
215,"Coles Levee, North::San Joaquin - Etchegoin",35.283073,-119.326527,9536.0,35,0,0,333028.786797394,474241.63062225713,807270.417419651,False
216,"Coles Levee, North::Stevens (Undifferentiated)",35.281017,-119.30437950000001,10423.0,96,0,1,433711.10183674184,758170.2923152883,1191881.39415203,False
217,"Coles Levee, South::Gas Zone",35.248312,-119.287371,,11,0,0,514904.9691514751,300.3937007874016,515205.3628522625,False
218,"Coles Levee, South::Stevens",35.250275,-119.280374,,77,0,0,18179069.996319894,541851.7060367453,18720921.70235664,False
219,Comanche Point:pool,35.08600192,-118.8123615,652.5,48,0,0,489.87255444479985,19140.223097112863,19630.09565155766,False
220,Compton Landing Gas::Forbes,39.33000821,-122.01317990000001,,3,0,0,156672.61581985917,58.59580052493438,156731.2116203841,False
221,Compton Landing Gas::Kione,39.310003,-121.988666,,12,0,0,331227.157761792,0.0,331227.157761792,False
222,"Compton Landing, S., Gas (ABD)::Forbes",39.322466999999996,-122.059486,,1,0,0,22854.0839993856,0.0,22854.0839993856,True
223,"Compton Landing, S., Gas (ABD)::Kione",39.315577000000005,-122.06059599999999,,1,0,0,22002.147562406397,0.0,22002.147562406397,True
224,Conway Ranch Gas:pool,38.6558956,-121.67198390000001,,55,0,1,1730514.670512365,0.0,1730514.670512365,False
225,Corning Gas (ABD):pool,39.956989,-122.155775,,2,0,0,9273.411258911998,0.0,9273.411258911998,True
226,Corning South Gas:pool,39.894,-122.14058665000002,,10,0,0,233409.7677900096,0.0,233409.7677900096,False
227,Cotati Gas (ABD):pool,38.348095,-122.75331000000001,,1,0,0,36936.7061821056,0.0,36936.7061821056,True
228,"Coyote, East::npool",33.897599,-117.90510259999998,,185,0,58,328867.6263656716,1097278.572284068,1426146.1986497396,False
229,"Coyote, West (ABD)::npool",33.904641575,-117.97085805,,164,0,0,243206.73337587845,1043412.5328083982,1286619.2661842767,True
230,Crossroads Gas (ABD)::Starkey,38.692984,-121.727694,,9,0,0,407810.8907753472,0.0,407810.8907753472,True
231,Crossroads Gas (ABD)::Winters,38.703948999999994,-121.746074,,6,0,0,410644.2864420864,0.0,410644.2864420864,True
232,Crossroads Gas (ABD)::npool,38.6932745,-121.7397045,,2,0,0,79850.07600480001,0.0,79850.07600480001,True
233,"Cuyama, South:East (ABD):L. Miocene",34.893786,-119.671401,,1,0,0,207.3097926144,101.5748031496063,308.8845957640063,True
234,"Cuyama, South:Main:npool",34.9051018,-119.7162074,4557.5,185,0,46,1597487.0875300514,1022728.0416766095,2620215.129206661,False
235,"Cuyama, South:Southeast:Santa Margarita",34.89655679,-119.68567069999999,3900.0,3,0,0,8431.21361353853,10458.291194645668,18889.504808184196,False
236,"Cuyama, South:Southeast:Santa Margarita-Gas Zone",34.89725778,-119.68283100000001,,3,0,0,43548.003932418964,6595.472440944882,50143.47637336385,False
237,Cymric:Cymric Flank:Carneros,35.333834,-119.63819099999999,,11,0,0,21740.364629331398,56189.43922847769,77929.8038578091,False
238,Cymric:Salt Creek Main:Carneros Unit,35.39691,-119.743953,3545.0,63,0,0,529021.2124188289,241900.69019112337,770921.9026099523,False
239,Cymric:Salt Creek Main:Carneros West,35.395478999999995,-119.75166599999999,5000.0,13,0,0,12543.881025888,34426.16913943569,46970.050165323686,False
240,Cymric:Salt Creek Main:Etchegoin,35.403715999999996,-119.746652,1900.0,13,0,0,484.896148416,6564.192561131234,7049.0887095472335,False
241,Cymric:Salt Creek Main:Phacoides,35.395073499999995,-119.75469700000002,,4,0,0,8016.079794220798,27983.267716535433,35999.34751075623,False
242,Cymric:Salt Creek West:Phacoides,35.383613,-119.763953,,10,0,0,6.1294757184,3604.3963254593177,3610.5258011777178,False
243,Cymric:Sheep Springs:Carneros,35.401396999999996,-119.73568600000002,4250.0,11,0,0,31898.8840203648,36563.37833327362,68462.26235363842,False
244,Cymric:Sheep Springs:Etchegoin,35.4125645,-119.7470615,2336.0,116,0,0,18240.83423493119,78483.08778864697,96723.92202357815,False
245,Cymric:Sheep Springs:Monterey,35.401968,-119.73820500000001,2652.5,3,0,0,31.254257375999998,363.3858267716535,394.6400841476535,False
246,Cymric:Sheep Springs:Oceanic,35.393079,-119.72788899999999,,3,0,0,2623.4762953536,1015.0262467191601,3638.50254207276,False
247,Cymric:Sheep Springs:Phacoides (ABD),35.389354,-119.72621200000002,,1,0,0,585.5166508032,1038.9107611548557,1624.4274119580557,True
248,Cymric:Sheep Springs:Tulare,35.406543,-119.72074649999999,1414.0,12,0,0,311.75363134080004,7261.154855643045,7572.908486983845,False
249,Cymric:Welport:,35.34941292,-119.66485975,,168,0,20,6578.278231178718,69875.09504809714,76453.37327927585,False
250,Cymric:Welport:Agua,35.383883000000004,-119.69941299999999,,3,0,0,1181.4109288128,1642.1259842519685,2823.5369130647687,False
251,Cymric:Welport:Carneros,35.376744,-119.69235,,17,0,0,90645.4178782272,50252.559055118094,140897.97693334532,False
252,Cymric:Welport:Etchegoin,35.348541,-119.662829,1677.5,1013,0,0,1788543.9381466627,7391287.459399081,9179831.397545744,False
253,Cymric:Welport:McDonald-Devilwater,35.345144,-119.661809,4200.0,5,0,0,30256.366591468795,42891.66666666667,73148.03325813546,False
254,Cymric:Welport:Oceanic,35.382189499999996,-119.6956835,,10,0,0,7871.339204236799,10263.845144356956,18135.184348593753,False
255,Cymric:Welport:Olig (Reef Ridge),35.3520895,-119.64980650000001,,4,0,0,25403.096267942397,8986.482939632546,34389.57920757494,False
256,Cymric:Welport:Phacoides,35.383904,-119.6988965,,12,0,0,27454.771373011197,18211.811023622045,45666.58239663324,False
257,Cymric:Welport:Point of Rocks,35.3846075,-119.6987225,,10,0,0,282488.2978036032,80265.81364829396,362754.11145189713,False
258,Cymric:Welport:Reef Ridge-Antelope,35.346517,-119.66120914999999,1857.0,472,0,0,819778.9978638465,2868949.5483999355,3688728.546263782,False
259,Cymric:Welport:San Joaquin (ABD),35.342844,-119.67265900000001,,1,0,0,0.0,785.2362204724409,785.2362204724409,True
260,Cymric:Welport:Tulare,35.358429,-119.664444,1353.0,2556,0,0,1246820.453674963,16086977.712104265,17333798.16577923,False
261,Cymric:Welport:Tulare-Antelope,35.350923120000004,-119.66644585,1669.0,478,0,0,696187.332902704,3515683.752121868,4211871.085024572,False
262,Davis Southeast Gas:pool,38.504217,-121.7176689,,5,0,0,70715.2758601536,0.0,70715.2758601536,False
263,"Deer Creek, North:pool",36.034052,-119.050583,,5,0,5,421.5986912447999,2253.3031153674538,2674.9018066122535,False
264,Deer Creek::Santa Margarita,35.996788,-119.044837,857.0,104,0,82,1162.7190622655994,137053.82678196067,138216.54584422626,False
265,Del Valle:Main:Gas Zone,34.42665078,-118.67746679999999,,10,0,2,69562.9951129728,1158.9238845144357,70721.91899748724,False
266,Del Valle:Main:Upper Del Valle,34.41873651,-118.68347050000001,,1,0,0,18648.697288758663,9750.922884160107,28399.62017291877,False
267,Del Valle:Main:Vasquez 13,34.41940181,-118.6798749,,1,0,0,7132.4035968384005,2513.4514435695537,9645.855040407954,False
268,Del Valle:Main:Vasquez Videgain,34.426359340000005,-118.68481700000001,,4,0,2,27034.8112544832,26607.87401574803,53642.68527023123,False
269,Del Valle:Main:npool,34.42767802,-118.671986,,30,0,15,147994.2881462569,97422.16870608923,245416.45685234613,False
270,Del Valle:South:pool,34.417715455,-118.68290865,,14,0,0,158632.35404604525,90756.64718185039,249389.00122789564,False
271,Denver Creek Gas:pool,38.224039024999996,-121.84424250000001,,36,0,3,2532118.3410950783,11940.813648293964,2544059.1547433725,False
272,Devils Den:Alferitz:Eocene Gas Zone,35.773140000000005,-120.017046,2000.0,91,0,26,36808.412007168,60772.324018114174,97580.73602528218,False
273,Devils Den:Bates:pool,35.732631999999995,-119.9513745,,14,0,0,22.33313925119999,4822.375328083989,4844.708467335189,False
274,Devils Den:Old:npool,35.7258365,-119.99355249999999,,94,0,15,124.8349658688,12135.892388451442,12260.727354320243,False
275,Dixon East Gas (ABD):pool,38.469333000000006,-121.80311850000001,,4,0,0,53743.8499777152,0.0,53743.8499777152,True
276,Dixon Gas (ABD)::Winters,38.515667,-121.80591399999999,,1,0,0,55826.3545250112,0.0,55826.3545250112,True
277,Dominguez:pool,33.866685655,-118.24399085,13033.5,158,0,6,500285.50199642865,862048.3595800526,1362333.8615764813,False
278,Dry Slough Gas (ABD):East:Winters,38.56865885,-121.835085,,5,0,0,40721.9912215488,0.0,40721.9912215488,True
279,Dry Slough Gas (ABD):West:Winters,38.558321,-121.86269100000001,,2,0,0,15342.259786790399,0.0,15342.259786790399,True
280,Dufour Gas (ABD):pool,38.766093,-121.860708,,3,0,0,258126.54484112642,0.0,258126.54484112642,True
281,Dunnigan Hills Gas:Main:pool,38.78156703,-121.96063500000001,,7,0,0,146005.44674561277,0.32808398950131235,146005.77482960228,False
282,Dunnigan Hills Gas:Southeast (ABD):Winters,38.741713000000004,-121.899599,,2,0,0,22109.929234444797,0.0,22109.929234444797,True
283,Durham Gas:pool,39.62927064,-121.89666609999999,,5,0,5,617455.2246960384,0.0,617455.2246960384,False
284,Dutch Slough Gas:pool,38.0151756,-121.66155800000001,,41,0,7,2919301.3613143857,3221.7191601049867,2922523.0804744908,False
285,Dyer Creek:pool,35.680734,-119.03378500000001,2391.5,5,0,0,24.882030143999998,2907.6161604986873,2932.4981906426874,False
286,Eagle Rest (ABD)::Eocene Sands,34.958945,-119.21382,,1,0,0,1456.8732088703998,3740.748031496063,5197.621240366463,True
287,Eagle Rest (ABD)::Pleito,34.959878,-119.21088600000002,,1,0,0,0.0,73.49081364829397,73.49081364829397,True
288,East Islands Gas::Meganos Canyon (ABD),38.111056,-121.424081,,3,0,0,18497.361896928,0.0,18497.361896928,True
289,East Islands Gas::Mokelumne River,38.10381479,-121.43343119999999,,1,0,1,226205.266993632,0.0,226205.266993632,False
290,"Edison, Northeast::Chanac",35.360593,-118.80828600000001,,17,0,0,1.6992605951999997,5130.511811023622,5132.211071618822,False
291,Edison:Edison Groves:pool,35.377369,-118.8684695,978.0,230,0,53,4709.015236569599,156565.61679790023,161274.63203446983,False
292,Edison:Jeppi:pool,35.321895,-118.89058200000001,,41,0,29,8411.157882604799,63207.7218983327,71618.8797809375,False
293,Edison:Main:Schist,35.296046000000004,-118.83498700000001,2840.0,1,0,0,0.0606878784,95.40682414698162,95.46751202538162,False
294,Edison:Main:npool,35.313388,-118.83218400000001,1963.0,713,0,256,148580.7000391046,1136614.1687148907,1285194.8687539953,False
295,Edison:Portals-Fairfax:pool,35.342642,-118.904541,4000.0,71,0,58,4160.388204389333,122226.95660480647,126387.34480919581,False
296,Edison:Race Track Hill:Santa Margarita,35.37471555,-118.84101749999999,955.0,14,0,1,127.9300476672,5560.629921259842,5688.559968927042,False
297,Edison:Race Track Hill:npool,35.373154,-118.853458,1018.0,373,0,137,114196.47578629729,748326.2846095326,862522.7603958298,False
298,Edison:West:Chanac,35.302178999999995,-118.87245800000001,,1,0,0,0.2427515136,278.45694836220474,278.69969987580475,False
299,Edison:West:Chanac-Jewett,35.305043,-118.869146,4445.5,139,0,9,35386.1806605287,158960.14281684847,194346.32347737718,False
300,Edison:West:Pyramid Hill-Vedder,35.304031,-118.87698,5403.0,19,0,2,42401.52825626881,24254.619457769026,66656.14771403783,False
301,Edison:West:Santa Margarita,35.311426000000004,-118.871149,,3,0,1,5.7046605696,384.94004986876644,390.6447104383664,False
302,El Rio (ABD):pool,34.25258423,-119.1873453,,1,0,0,634.0062656448,2663.057742782152,3297.064008426952,True
303,El Segundo:pool,33.918232,-118.39990949999999,,9,0,4,123642.02424309122,80882.21784776903,204524.24209086027,False
304,Eldorado Bend Gas (ABD)::Starkey,38.8341,-121.77669569999999,,9,0,0,63130.4441298432,0.0,63130.4441298432,True
305,Eldorado Bend Gas (ABD)::Winters,38.818809815,-121.77536520000001,,2,0,0,13708.420724505599,0.0,13708.420724505599,True
306,Elk Hills::,35.30173492,-119.52319340000001,,21,0,3,1730.1386578851072,7913.20843503937,9643.347092924478,False
307,Elk Hills::4th Mya,35.2786835,-119.40795399999999,,8,0,0,104133.90206476489,31408.6834917979,135542.5855565628,False
308,Elk Hills::Carneros,35.3153383,-119.569387,11350.0,43,0,0,5155048.526764828,249771.73258639107,5404820.259351219,False
309,Elk Hills::Gas Zone,35.281017299999995,-119.46261100000001,2805.0,173,0,0,11314668.015207997,917071.1286089242,12231739.14381692,False
310,Elk Hills::Reef Ridge,35.279714,-119.440375,,2,0,0,246718.62526480976,6097.959571624671,252816.58483643443,False
311,Elk Hills::Stevens (29R),35.295080525,-119.533703,8920.0,846,0,0,67830160.41210501,8334134.309865831,76164294.72197084,False
312,Elk Hills::Stevens (31S),35.27598572,-119.434851,7600.0,793,0,0,137112811.7141062,30638150.72350591,167750962.43761212,False
313,Elk Hills::Stevens (Main Body B Sand),35.2773985,-119.3897485,,2,0,0,76124.65756671461,46066.63491858268,122191.29248529728,False
314,Elk Hills::Stevens (Northwest),35.324383000000005,-119.52654799999999,9832.0,150,0,0,17028225.37605951,6360357.225951446,23388582.602010958,False
315,Elk Hills::Tulare,35.276724,-119.43633999999999,,17,0,0,263696.4176328,78183.72703412073,341880.14466692077,False
316,Elk Hills::Upper (Undifferentiated),35.2720925,-119.39971795,3482.5,2728,0,0,41954280.00837758,23301252.296427693,65255532.30480528,False
317,Elkhorn Slough Gas::Winters,38.262607505000005,-121.62331125,,6,0,0,1178741.9366086463,0.0,1178741.9366086463,False
318,"Elwood, South, Offshore:Main:",34.390415195,-119.90630720000001,,6,1,1,3851.7612342863467,12909.431378805772,16761.19261309212,False
319,"Elwood, South, Offshore:Main:Monterey",34.390419,-119.90616200000001,,5,1,0,318421.34785272955,624037.6640419947,942459.0118947243,False
320,"Elwood, South, Offshore:Main:Rincon",34.390784000000004,-119.906174,,1,1,0,3355.2507331008,1163.3858267716535,4518.636559872453,False
321,"Elwood, South, Offshore:Main:Sisquoc",34.390531,-119.90643449999999,,22,1,0,2794678.742332109,3258457.086614174,6053135.828946283,False
322,"Elwood, South, Offshore:Main:Sisquoc-Monterey",34.390300999999994,-119.906179,,2,1,0,59468.1127320384,113640.55118110236,173108.66391314077,False
323,Elwood:Offshore:pool,34.424937,-119.90786299999999,,1,1,1,1771.6005462527996,19338.976377952757,21110.576924205558,False
324,English Colony (ABD)::Stevens,35.384184999999995,-119.17961000000001,,3,0,1,12871.231441977598,11428.215223097111,24299.44666507471,True
325,Esperanza:pool,33.89663346,-117.7620892,,15,0,7,1949.7801572352,31671.784776902885,33621.564934138085,False
326,Eureka Canyon:pool,34.38616466,-118.7837222,,28,0,2,541.3358753280002,22141.01049868766,22682.346374015662,False
327,Everglade Gas::Forbes,38.987580550000004,-121.7818575,,10,0,1,1182676.089013805,0.39370078740157477,1182676.4827145922,False
328,F:pool,33.76855322,-118.12423799999999,,31,0,8,160523.97060308803,117358.40255314962,277882.37315623765,False
329,Fairfield Knolls Gas (ABD):pool,38.59515866,-121.87472395,,2,0,0,31784.365993823998,0.0,31784.365993823998,True
330,Fillmore:pool,34.40034677,-118.9496809,13800.0,4,0,0,18423.929564064,26459.90813648294,44883.83770054694,False
331,Five Points (ABD)::Eocene,36.43069359,-120.12908770000001,9350.0,3,0,0,915.9014608128,669.2257217847769,1585.1271825975768,True
332,Florin Gas (ABD)::Winters,38.503307,-121.404574,,5,0,0,478085.6940140736,0.0,478085.6940140736,True
333,Four Deer (ABD)::Monterey,34.7972465,-120.35803200000001,,20,0,0,51691.0158891658,21946.23154052494,73637.24742969073,True
334,Freeport Gas (ABD):pool,38.433519,-121.450434,,1,0,0,14627.660018630399,0.0,14627.660018630399,True
335,Fremont Landing Gas (ABD)::Meganos,38.779631,-121.626042,,1,0,0,6552.2881672128005,0.0,6552.2881672128005,True
336,Fremont Landing Gas (ABD)::Starkey,38.779681,-121.626552,,1,0,0,9856.014891552,0.0,9856.014891552,True
337,French Camp Gas:pool,37.89012249,-121.30311780000001,,25,0,21,2727803.1885383227,2657.8740157480315,2730461.0625540707,False
338,Fruitvale:Calloway (ABD):pool,35.414375,-119.107506,,19,0,0,18232.0951804416,27402.493438320213,45634.588618761816,True
339,Fruitvale:Main:pool,35.384459,-119.062292,4260.0,503,0,262,316666.5594457286,1552499.1895487036,1869165.7489944322,False
340,Gill Ranch Gas::1st Panoche,36.78986272,-120.238028,7289.0,13,0,8,3526140.576817669,748469.2913385828,4274609.8681562515,False
341,Gill Ranch Gas::2nd Panoche,36.79448342,-120.26437920000001,8800.0,1,0,0,86890.4160901056,0.26246719160104987,86890.6785572972,False
342,Gill Ranch Gas::Eocene,36.79062985,-120.2581142,6435.0,6,0,1,62443.27528272,1663.9107611548557,64107.186043874855,False
343,Gill Ranch Gas::Eocene & Cretaceous,36.78541234,-120.2277338,6400.0,1,0,0,394.41052172159993,0.0,394.41052172159993,False
344,Gill Ranch Gas::Upper Cretaceous,36.794775665,-120.2631587,7575.0,2,0,0,40246.9265094336,0.0,40246.9265094336,False
345,Gill Ranch Gas::npool (ABD),36.791903485000006,-120.2389144,5900.0,4,0,0,67589.06118013439,0.0,67589.06118013439,True
346,Goosloo::Stevens,35.377673,-119.297931,,5,0,0,19920.8567726784,9626.509186351706,29547.365959030103,False
347,Grand Island Gas:pool,38.256234,-121.576945,,7,0,0,320399.3478734208,27.755905511811022,320427.1037789326,False
348,Greeley::,35.42087173,-119.23299409999998,,1,0,0,0.0,22.178477690288712,22.178477690288712,False
349,Greeley::Olcese 12-21,35.424305,-119.239622,,17,0,10,101219.37037125118,104808.59580052494,206027.96617177612,False
350,Greeley::Rio Bravo-Vedder,35.4124955,-119.2264665,,24,0,10,548028.534557952,287052.42782152235,835080.9623794743,False
351,Greeley::Stevens (Undifferentiated),35.396748,-119.220677,8310.5,38,0,9,88281.01813576321,108647.96587926509,196928.98401502828,False
352,Greens Lake Gas (ABD)::npool,38.519137,-121.59005800000001,,1,0,0,1812.0793611456004,0.0,1812.0793611456004,True
353,Greenwood Gas (ABD)::Eocene,39.728356005,-122.16449755,,4,0,0,33076.532300716804,0.0,33076.532300716804,True
354,Greenwood Gas (ABD)::Forbes,39.71860107,-122.17945929999999,,1,0,0,101084.27915393279,0.0,101084.27915393279,True
355,"Greenwood, South, Gas (ABD)::Eocene",39.675121000000004,-122.16393500000001,,2,0,0,38193.3700801344,0.0,38193.3700801344,True
356,"Greenwood, South, Gas (ABD)::Forbes",39.66626089,-122.1335081,,3,0,0,194699.45836166403,0.0,194699.45836166403,True
357,"Greenwood, South, Gas (ABD)::Kione",39.651191,-122.160794,,1,0,0,4842.346505414399,0.0,4842.346505414399,True
358,Grimes Gas::Forbes,39.09238144,-121.88517140000002,8181.0,455,0,144,23882478.51430064,20738.58267716536,23903217.096977808,False
359,Grimes Gas::Kione,39.1581922,-121.84605649999999,,1,0,0,9403.4046944448,0.0,9403.4046944448,False
360,"Grimes, West, Gas::Forbes",39.064384999999994,-121.9636483,9015.5,81,0,7,3096179.156617229,1819.8818897637793,3097999.0385069926,False
361,"Grimes, West, Gas::Kione (ABD)",39.01240359,-121.9371378,,1,0,0,4178.9066187456,0.0,4178.9066187456,True
362,Grizzly Bluff Gas::Rio Dell,40.55048987,-124.18077009999999,,11,0,11,121523.71384753921,1980.1181102362202,123503.83195777543,False
363,Guadalupe (ABD)::Sisquoc,34.980083,-120.628371,,207,0,0,552807.3408546813,874696.3254593174,1427503.6663139989,True
364,Guadalupe (ABD)::Sisquoc-Monterey,34.9672865,-120.65043750000001,,4,0,0,0.0,10207.74278215223,10207.74278215223,True
365,Guijarral Hills:Main:Allison (ABD),36.156559,-120.21594264999999,8703.5,6,0,0,7450.4687675328,9185.433070866142,16635.901838398942,True
366,Guijarral Hills:Main:Gatchell,36.14369928,-120.2184381,10391.0,1,0,0,57.2893572096,755.1837270341207,812.4730842437207,False
367,Guijarral Hills:Main:Leda,36.13827408,-120.21264579999999,8680.0,3,0,0,1482.6655571903998,9099.803149606298,10582.468706796697,False
368,"Guijarral Hills:Main:Leda, North (ABD)",36.154000034999996,-120.212451,8772.5,2,0,0,88.24017519359998,41.66666666666667,129.90684186026664,True
369,Guijarral Hills:Main:Smith,36.14741121,-120.2206192,8159.0,1,0,0,53.1625814784,99.21259842519684,152.37517990359686,False
370,Guijarral Hills:Main:Smith & Allison,36.13672035,-120.2144905,9960.0,1,0,0,72.0365116608,243.04461942257217,315.08113108337216,False
371,Guijarral Hills:Main:npool,36.131907,-120.197722,,1,0,1,538.1729760392456,756.1385995406823,1294.3115755799279,False
372,Guijarral Hills:Polvadero:Bourdieu,36.12934533,-120.19003880000001,10804.0,5,0,0,12685.8299734656,21887.073490813647,34572.90346427925,False
373,Half Moon Bay::Purisima,37.405737,-122.40337500000001,,12,0,2,834.2155764863999,1281.9889445452754,2116.2045210316755,False
374,Harlan Ranch Gas (ABD):North:Winters,38.65178,-121.826291,,2,0,0,16530.3463822272,0.0,16530.3463822272,True
375,Harlan Ranch Gas (ABD):South:Winters,38.629175,-121.813725,,3,0,0,25614.775587801603,0.0,25614.775587801603,True
376,Harris Canyon NW (ABD):pool,34.804354,-120.45203799999999,,3,0,0,0.0,650.4593175853018,650.4593175853018,True
377,Harte Gas (ABD):Main:Mokelumne River,38.049296,-121.320049,,2,0,0,79990.87188268799,0.0,79990.87188268799,True
378,Harte Gas (ABD):Main:Starkey,38.047571000000005,-121.32131899999999,,2,0,0,30752.065182239996,0.0,30752.065182239996,True
379,Harte Gas (ABD):Northwest:Mokelumne River,38.058161,-121.3422,,1,0,0,44855.1998678592,0.0,44855.1998678592,True
380,Harvester Gas (ABD)::First Mya,35.94157557,-119.6626301,3989.0,1,0,0,257.07385290239995,0.0,257.07385290239995,True
381,Hasley Canyon::Val Verde,34.457913930000004,-118.64123035,,28,0,15,80154.30433921919,245348.031496063,325502.33583528217,False
382,Helm:Main:Eocene & Cretaceous,36.470378620000005,-120.03310325,8205.5,12,0,2,30978.552344428797,52750.524934383204,83729.07727881201,False
383,Helm:Main:Miocene,36.465054824999996,-120.03128885,7195.0,52,0,4,83442.19152729599,112421.57371180449,195863.7652391005,False
384,Helm:Southeast:Miocene,36.41582332,-119.90548090000001,7210.0,7,0,5,99532.8542305152,41111.811023622045,140644.66525413725,False
385,Hollister:Flint Hills:Purisima,36.86502793,-121.4378632,3505.0,7,0,3,54772.93433174399,0.0,54772.93433174399,False
386,Holser::Conglomerate,34.43384331,-118.74076869999999,,1,0,1,358.78673710079994,512.1391076115485,870.9258447123484,False
387,Holser::Holser-Nuevo,34.43315812,-118.7405843,,15,0,8,84523.5888325056,73441.33858267717,157964.92741518276,False
388,Honor Rancho:Main:Gabriel,34.45680738,-118.59713889999999,,3,0,1,112308.2595124992,5754.068241469816,118062.327753969,False
389,Honor Rancho:Main:Rancho,34.45933269,-118.6005778,,3,0,2,27267.124452998396,8404.724409448818,35671.848862447216,False
390,Honor Rancho:Main:Wayside,34.46447174,-118.60264240000001,,5,0,5,41849.754065855996,91014.30446194226,132864.05852779825,False
391,Honor Rancho:Southeast:Wayside 13,34.448574575,-118.58805070000001,11402.5,36,0,28,42857295.055751786,603210.4105651836,43460505.46631697,False
392,Honor Rancho:Southeast:Yule Sand,34.44476707,-118.58416409999998,10288.0,1,0,1,88083.3577158144,0.0,88083.3577158144,False
393,Hood-Franklin Gas::Winters,38.35774301,-121.50560045,,4,0,2,236234.1209628672,55.64304461942257,236289.7640074866,False
394,Hopper Canyon:Main:pool,34.43639674,-118.83067949999999,,11,0,0,80644.66239669119,42111.351706036745,122756.01410272793,False
395,Howard:Townsite:pool,33.923993409999994,-118.30344,,24,0,3,279444.01175942406,61770.209973753284,341214.2217331773,False
396,Howells Point Gas:pool,38.911718,-121.892009,,5,0,0,118260.34456233599,0.0,118260.34456233599,False
397,Huasna:La Voie-Hadley:Santa Margarita,35.086301,-120.395098,,5,0,0,0.24275151359999997,69.94750656167979,70.19025807527979,False
398,Huntington Beach:North:Lower Ashton,33.69543504,-118.0303492,,1,0,0,7684.541914521599,6291.0761154855645,13975.618030007165,False
399,Huntington Beach:North:Lower Ashton:pool,33.69650327,-118.0323874,,7,0,4,59845.3689699594,56966.9782047244,116812.3471746838,False
400,Huntington Beach:Offshore:,33.66232681,-118.044754,,17,0,0,164.38284672517509,7724.036853477691,7888.419700202866,False
401,Huntington Beach:Offshore:pool,33.6659832,-118.04174649999999,4593.0,118,1,58,824965.0676820658,2402472.4933844744,3227437.56106654,False
402,Huntington Beach:Onshore:pool,33.683241339999995,-118.01320615,,982,0,182,1795099.3927462562,3085260.8858306985,4880360.278576955,False
403,Huntington Beach:South Offshore:,33.661954879999996,-118.0443726,,4,0,0,157.81647430327564,388.1331627296588,545.9496370329344,False
404,Huntington Beach:South Offshore:Lower Jones,33.661915,-118.044371,,3,1,0,26540.21393126029,159537.24952887138,186077.46346013166,False
405,Huntington Beach:South Offshore:Upper Jones,33.67641449,-118.02750400000001,,1,1,1,2756.74687632,29721.587926509186,32478.334802829188,False
406,Huntington Beach:South Offshore:npool,33.662416,-118.0446595,8305.0,18,1,2,603833.6191254897,413394.10082782153,1017227.7199533113,False
407,Huntington Beach:South Onshore:Main,33.675724974999994,-118.02299645,,2,0,0,0.0,961.745406824147,961.745406824147,False
408,Huntington Beach:South Onshore:Tar,33.673927,-118.009957,,1,0,0,0.0,869.2257217847769,869.2257217847769,False
409,Hyperion:pool,33.92945481,-118.4283101,,1,0,1,1289.1926008511998,27561.57885564304,28850.77145649424,False
410,Inglewood::,34.00923157,-118.3771591,,3,0,1,86.84435399039998,926.3779527559054,1013.2223067463054,False
411,Inglewood:pool,34.003854499999996,-118.37227469999999,3315.5,825,0,600,2805775.833483761,7040353.426830283,9846129.260314044,False
412,Jacalitos::Temblor,36.107875469999996,-120.3649265,3860.0,116,0,1,63957.801976070376,222914.40866141726,286872.21063748765,False
413,"Jasmin, West (ABD)::Famoso",35.7273405,-119.105997,,2,0,0,16.8712301952,433.9238845144357,450.7951147096357,True
414,Jasmin::Cantleberry,35.750884,-119.055843,4002.0,105,0,0,4344.948654048,215330.92510773495,219675.87376178295,False
415,Jasmin::Pyramid Hill (ABD),35.7550545,-119.00451650000001,,4,0,0,0.303439392,62.27034120734908,62.57378059934908,True
416,Jerry Slough (ABD):pool,35.487448,-119.469109,,1,0,0,2388.9783332159996,454.65879265091866,2843.6371258669183,True
417,Jesus Maria:East:Monterey,34.793358000000005,-120.525586,,1,0,0,1140.0824836224,613.0577427821522,1753.1402264045523,False
418,Jesus Maria:Main:Monterey,34.80063806,-120.55721240000001,,3,0,0,1046.8659023999999,8965.485564304461,10012.351466704462,False
419,Karnak Gas::Starkey,38.80535313,-121.67061059999999,,13,0,0,211994.10788446077,0.0,211994.10788446077,False
